id,name
fcf5b1e1,Milton-Keynes-Dons
3ea79db4,Newcastle-United-U21
2c9bebcd,Slovan-Liberec
25f1fd26,Kilmarnock
dc06109e,Oster
f8a195cc,Helsingborg
31a305e0,Kettering-Town
6711b681,Tamworth
11b6dba8,Lanus
1ebc1a5b,Atlanta-United
f3a5726c,Panathinaikos
aca0450a,Stevenage
26f3c471,Rushden-and-Diamonds
793f90cb,Chester-City
d96bbc04,Walsall
dad7970b,Wrexham
604617a2,Oxford-United
375d66f1,Rotherham-United
30c24d2d,West-Bromwich-Albion-U23
d76b7bed,Lincoln-City
05791fbc,Exeter-City
3568ad4c,St-Mirren
f3aacc58,Hibernian
6934984c,Aston-Villa-U21
4db00b00,Dagenham-and-Redbridge
1c896955,Malaga
03d10d77,Doncaster-Rovers
6de8c4a5,Hoffenheim-U17
0d978394,Hoffenheim-U19
67cdee3a,Envigado
f9940243,Chicago-Fire
6baef27f,Al-Nassr
099c6eb5,Red-Star-Belgrade
31553c94,Melbourne-City
cbfe68b7,Puszcza-Niepolomice
d6a369a2,Fleetwood-Town
948f8c03,Foggia
d680d257,Coritiba
70766eab,Dordrecht
c882b88e,Heracles-Almelo
2d84bb17,Colon
7b046f08,Catania
9144bbcf,Juve-Stabia
7765008b,Belgrano
2a428619,Utrecht
fa263bb1,Pribram
111cbfb1,Slavia-Prague
e5927bd8,Aldosivi
9ea31445,Lierse
8efa4cdf,Barrow
63330a03,FSV-Frankfurt
979102f4,River-Plate-Asuncion
4d4fc0b8,Club-Olimpia
950a95f2,Gimnasia-y-Esgrima-LP
3cc6b990,Nottingham-Forest-U21
56f799dc,Richmond-Kickers
5379325a,Vozdovac
03d0f9c5,Torque
119d232e,Pro-Vercelli
c9607f44,Atromitos
80b1ef30,OFI-Crete
4b5ddee5,Hatayspor
bd08295c,Fortuna-Sittard
12eb2039,Ingolstadt-04
0b26f976,Viking
c880e925,Karlsruher-U19
3755f67e,Freiburg-U19
d7d06475,Admira-Wacker-Modling
aa20a5e5,Energie-Cottbus-U17
c1893176,Unterhaching-U17
ec68d97a,Unterhaching-U19
651b3d20,Hannover-96-U17
0b55fe1b,Hannover-96-U19
12062e3e,Rot-Weiss-Essen-U19
598306fb,Rot-Weiss-Essen-U17
a4988f5e,RB-Leipzig-U17
ce50e2f4,Ulm-U19
b5effd9e,Nautico
ab0dc306,Real-Murcia
40bb0ce9,Independiente
89e806ff,Seraing
15cf8f40,FC-Dallas
b162ebe7,Ponte-Preta
73905dde,Gazelec-Ajaccio
eb57545a,Charlotte-FC
cfdb925a,Aves
87af3b89,FK-Jedinstvo-Ub
42e847bc,Cukaricki
e423ea45,RWD-Molenbeek
74780d66,Varberg
9f13771c,Kalmar
d06bc460,Randers
9130bd3b,Rodez-Aveyron
6283be2c,Bastia
fb80957a,Atlanta-United-2
5d693933,Metalurh-Zaporizhya
44ef020f,Metalist-Kharkiv
8424bb18,Jablonec
1cab8847,FK-IMT-Novi-Beograd
c94d9135,Annecy
5d36c8f0,Lechia-Gdansk
ecd34b98,Zulte-Waregem
868afa3f,Dender
e83d13db,Red-Star
632f1838,Cruz-Azul
d2043442,Paraguay-Men
d423a378,Luzern
47538775,AD-Cali
d2f21b23,Gornik-Zabrze
713d0672,Lyngby
4dcf77da,Lugano
01888db1,Emmen
740cb7d4,Excelsior
541a280b,Dynamo-Moscow
2fb7213e,Levadiakos
65e32bbe,Ergotelis
ef1ab26a,Goteborg
7a899329,Hamilton-Academical
8bbab7cf,Aberdeen
f6c2b357,Falkenberg
50e85bfc,Elfsborg
e2948349,Gamba-Osaka
01c7a449,SC-Freiburg-II
454cd859,Werder-Bremen-U17
9811e0ce,Werder-Bremen-U19
fd7718b7,Mainz-05-II
cdaf4e6d,St-Gallen
391bc1a3,Ingolstadt-U17
32f8bc7d,Ingolstadt-U19
6724656e,Erzgebirge-Aue
7a131f8c,Kapfenberger
d9f93f02,Paderborn-07
6cf72eb0,Puskas-Akademia
858d58b2,Kawasaki-Frontale
1284d3f9,LDU-de-Quito
3f5150ef,Odense
21823154,Leeds-United-U21
76ffc013,Portsmouth
ee0bccc5,Austria-Wien
35596f77,Mainz-05-U17
ce4c058d,Mainz-05-U19
ae107695,Libertad
cb8b86a2,Inter-Miami
fff2fd6b,Sunderland-U23
00032902,Dundee
f7ac9c26,Derby-County-U23
4e7459b7,ADO-Den-Haag
6ca73159,Morecambe
62657aa0,Port-Vale
7c77b0bc,Heart-of-Midlothian
0cd8eef2,Crawley-Town
633fbb6e,Evian
fef8ad9e,Majadahonda
66da6009,San-Lorenzo
5c9eb756,Nacional
c6f65a93,CD-America
529ba333,Columbus-Crew
dee3bbc8,Racing-Santander
114f7a81,Al-Riyadh-SC
8867a809,Machida-Zelvia
dd694b37,Kashima-Antlers
c2153ae4,Stabaek
5f0284ea,Bochum-U19
ba68a0c5,Unterhaching
d20821dd,LASK
2ff6d16e,Mattersburg
5f618561,Union-Berlin-U19
707b3614,Chemnitzer-FC
eb4b278c,Saarbrucken
4c319052,Millonarios
40aa7280,Grenoble-Foot
4f7b798d,Jagiellonia
41d91186,Augsburg-U19
61d9850e,Niort
cbde2682,CSKA-Sofia
157b7fee,Bahia
e24ac92e,Debrecen
d076914e,Portland-Timbers
8774e267,Hacken
d8736fdd,Hereford-United
5af9af80,Greuther-Furth-U19
ad590ea7,Club-NXT
3ce4e72c,Osnabruck
eb207015,Aalen
e18a73da,Magdeburg
9babc1f9,Telstar
a036ca44,Osnabruck-U19
e5460de3,Hamburger-SV-U19
8bb8811f,Ried
7675ab36,Energie-Cottbus
3148d79f,Bradford-City
bc31a6e4,Hansa-Rostock
8783f4ee,Volendam
7e746554,Aalborg
c734e22f,Dynamo-Kyiv
ffbaa3d2,Ponferradina
4463fecb,Inverness-CT
43c2583e,Wycombe-Wanderers
02d8c2aa,Torquay-United
38154f92,FC-Halifax-Town
ccb036c4,LA-Galaxy-II
d8b46897,LA-Galaxy
af8be55a,Once-Caldas
6598bf6b,Wealdstone
44117292,DC-United
f70f4c6e,Loudoun-United
120cfbbd,Carlisle-United
d79847d4,Queens-Park-FC
23ced855,Rot-Weiss-Oberhausen-U19
8107958d,Eintracht-Braunschweig
93e94415,Meppen
fe686760,Elversberg
69574c30,Jong-Utrecht
f516c444,Stuttgart-U17
291257b3,Ulm
c85cd2da,Stoke-City-U23
3659060d,Alemannia-Aachen
bbfd364f,MSV-Duisburg
37232aec,Start
48e1a6dd,Vendsyssel
456c5e63,Tottenham-Hotspur-U23
488c6ba1,Ludogorets-Razgrad
bba63bc9,Seongnam
c63f6c0c,Sivasspor
5c9e307a,Cambuur
724d8770,Bourg-Peronnas
1cbf5f9e,Nimes
6e1d6d95,Recreativo
d884c383,Asteras-Tripoli
4a2c27a3,Volos-NFC
ac9a09b4,Godoy-Cruz
5f79c4a9,Pontevedra
91b092e1,San-Diego-FC
7cae8c7d,Jong-Twente
18d3c3a3,America
411a29ac,Tottenham-Hotspur-U21
e16a2df0,1860-Munich-U19
e4936888,Swansea-City-U23
b3bf8d09,Fulham-U21
d31db70e,Anzhi-Makhachkala
6466f662,Rionegro
a18a87d7,Grimsby-Town
fbb59f3a,Crystal-Palace-U21
5d3835bb,Huila
b363e21f,Sagan-Tosu
b6e0c777,Blackburn-Rovers-U23
5d817a64,Airdrieonians
5f01284a,Gillingham
32a1480e,Plymouth-Argyle
dd289621,St-Johnstone
42a1ab8b,Atletico-Tucuman
f052bc76,La-Calera
5049d576,OHiggins
44b79033,Fuenlabrada
fd7dad55,Leon
d9fac124,Burgos
fa36ed9b,Eldense
b82e5e21,Alcoyano
bbe40bd8,Inter-Zapresic
0132fa5f,Reus
7b0d4bb8,Teruel
ccdb10ba,Atletico-Ottawa
ef4d93b3,Vegalta-Sendai
50eaaf29,Monchengladbach-U17
df6f068b,Monchengladbach-U19
827a03db,Viktoria-Koln
90537983,Holstein-Kiel-U19
131bc303,Verl
d5d8ceaf,Opava
016ace97,AlbinoLeffe
25dbe099,Rijeka
de5cc3e9,Hrvatski-Dragovoljac
05cd3601,Grosseto
4cceedfc,Pisa
c5727287,Varazdin
46ef01d0,Orlando-City
bd97ac1f,St-Louis-City
e9ea41b2,FC-Cincinnati
94c74217,1860-Munich-U17
49f46afd,Turkgucu-Munchen
aabd9798,Wolfsburg-U17
4e32ce87,Dresden-U17
3458af25,Zaglebie-Lubin
0ec6c3db,Alfreton-Town
4a04a02b,Oldham-Athletic
8550eb99,Boreham-Wood
a549d6c6,Portimonense
11474078,La-Louviere
4792ab67,Macclesfield-Town
f6d47c93,Genclerbirligi
f622e63c,Rizespor
a33a1d8d,Sanfrecce-Hiroshima
e78963ab,FC-Eindhoven
7c60889d,Sestao
f49c0f7a,Istra-1961
b49d1b16,Carl-Zeiss-Jena
6a6967fc,Darmstadt-98
5809ddc3,Eupen
e5b6b0c1,Pau-FC
b9daacef,Vizela
bd9dc140,Sibenik
b43d1132,SC-Austria-Lustenau
bf9fcad9,Augsburg-U17
2640d362,Karlsruher-U17
80beba99,Rheindorf-Altach
0f8ef17f,Deportivo-La-Guaira
46024eeb,Philadelphia-Union
2ff539f3,Colo-Colo
d5348c80,AEK-Athens
a3ee587a,Tromso
076128d7,Alanyaspor
b70ec3fa,Odd
f951d655,Macarthur-FC
acffac85,Ilves
1740a29b,Dunkerque
48dd5b1b,Orleans
4cb59dcf,Vitoria-Setubal
7cf2360b,Maidenhead-United
098f39a8,JEF-United-Chiba
21bf1e40,Renofa-Yamaguchi
226ca873,Oita-Trinita
3ded797c,Yokohama-F-Marinos
b88463bd,Ankaragucu
9eb5fbc7,Helmond-Sport
1334a86c,Orgryte
3b58a049,Radomiak-Radom
4a0ff629,Beauvais-Oise
d039a39a,Birmingham-City-U23
84bbaea6,Al-Shabab
f7d86a43,Real-Salt-Lake
802d1b47,Harrogate
a5298e9f,Ross-County
95c626e5,FC-Gifu
66f38ee7,Vissel-Kobe
e442fa76,Tondela
967b10be,FC-Tokyo
60e145ad,Horsens
e44db2c6,MTK-Budapest
50e620c4,Union-Berlin-U17
b0dd06cd,Silkeborg
4149e9fd,Gyor
ee8f53af,Stuttgarter-Kickers
278db974,Vojvodina
8a3f95b9,Pogon-Szczecin
bd61c555,Fatih-Karagumruk
9e85b4f5,Zemun
72804f2b,Radnicki-Nis
12d53956,Astra-Giurgiu
34078b64,Voluntari
81e923a1,Piacenza
21e84826,Gubbio
e56b19e1,Kecskemet
108607cf,Ujpest
e2bede9e,Dusseldorf-U19
d9e1bd51,UANL
c3071553,FC-Honka
f4bbcd04,Haugesund
97d3c350,Yverdon-Sport
dd5ca9bd,Monterrey
283f2557,Cesena
563b8846,Defensor-Sporting
d143cf0a,Adana-Demirspor
6507d2b8,PAS-Giannina
a42ddf2f,Tijuana
7e3a56c4,Falkirk
7030fffd,SK-Austria-Klagenfurt
cfc6e778,Histon
e4cd6f9a,Cerro-Porteno
1d3d37ae,Huracan
bf4e8a13,Chaves
5ac76942,Antalyaspor
d25e7cd1,Sevilla-Atletico
7d704744,FK-Pardubice
9c87251a,Banik-Ostrava
6c37111f,Novara
3a3a612e,Fenix
70483169,Sunderland-U21
9bf4eaf4,Newells-Old-Boys
b30f94be,Altrincham
8d694a3d,Racing
e2fb1e72,Portland-Timbers-2
78455fe4,Maldonado
b2a0ca5d,Metalac-GM
13918110,Lorca-FC
06183666,Teplice
7ea2a556,UCAM-Murcia
1c57961b,Algeciras
c1b0f61b,Maritimo
3772159d,Baroka-FC
b8a68959,Orlando-Pirates
6cbef56e,Braintree-Town
aea94879,Welling-United
4cefb8c7,Salford-City
f7e88c47,Derby-County-U21
42dff5fb,Tianjin-TEDA
1837b9f6,Guangzhou-Evergrande-Taobao
be3375e1,Extremadura
32d508ca,Atletico-Goianiense
924759ab,Lillestrom
094c5701,Zbrojovka-Brno
48ab0f5f,Atletico-Venezuela
44b88a4e,Toluca
a23dde6d,Al-Qadsiah
a5c668fb,Brage
5700c020,Konyaspor
8c78c63b,Creteil
3a7a27c6,Levski-Sofia
e08f0ab8,Smederevo
0e6891d5,Patronato
e9ae80b7,Sarmiento
57d14db5,Osijek
6e27c465,Tarazona
3b147c89,Las-Rozas-CF
57b6cfb8,Westerlo
3692fadf,Degerfors
79c65a57,Gangwon
a338349f,Videoton
2f116859,Pendikspor
a8ad42f7,Hobro
8aa1135c,Terek-Grozny
4d987358,US-Concarneau
c1132314,Ventforet-Kofu
aed4d20f,Kashiwa-Reysol
3a49f9d8,Free-State-Stars
95f8ef61,Real-Monarchs
224b0274,FC-Khimki
e9d60d0c,Sirius
7d8a4e62,Orange-County-SC
b1a7a7b9,Mjallby
3d34cf05,Borac-Cacak
d254c5db,Universidad-Central
9b9a8c22,CA-Bucaramanga
f3cd3a26,MVV-Maastricht
aed59852,Steaua-Bucuresti
1eebf7c3,CS-Universitatea-Craiova
1d0836d6,Norrkoping
9b54c4af,Norrby
3cbfa767,Platense
bcdc5828,Zamora
693f4682,Changchun-Yatai
a7854d10,Santa-Fe
4fffe901,Viitorul-Constanta
67ae2dc0,Varese
890cfc60,PAS-Lamia
9e85547f,Solihull-Moors
13cb8449,Mansfield-Town
43e28cc5,Louisville-City
2d9ff02d,Gornik-Leczna
fe423bcc,Wisla-Plock
20f2ebda,Alloa-Athletic
4577342f,Dunfermline-Athletic
b864db53,Viktoria-Koln-U17
0a2bc34c,Alemannia-Aachen-U19
0ce4436d,Figueirense
299dbac7,Viktoria-Koln-U19
314c0329,Viktoria-Zizkov
70c92f33,Mlada-Boleslav
e4babb95,Diosgyor
02cd81bf,Viktoria-Plzen
a5b8480c,Sandefjord
cab13f30,Mezokovesd
0cb9f756,Estrela
0bca3a9e,Arsenal-Tula
257195fa,Rotor-Volgograd
32569fea,Eskisehirspor
9551340f,Beziers
81134e0b,Wellington-Phoenix
c2531814,Francs-Borains
f1161405,Eintracht-Braunschweig-U19
08610664,Uerdingen
4c2b6cd7,Wurzburger-Kickers
13ecb521,Saarbrucken-U19
6569155a,Heidenheim-U17
c0cb86fe,Heidenheim-U19
21499441,Preussen-Munster-U19
9d619fa8,Preussen-Munster-U17
282655b3,Ayr-United
407ae013,Chester
e0242ef1,Lokomotiv-Plovdiv
b075ba2a,Boyaca-Patriot
6c3c25bd,Guarani
081d4d3b,Ranheim
f4d63608,Calcio-Lecco-1912
13dabbde,Sudtirol
3b7d96a4,Swope-Park-Rangers
4acb0537,Sporting-Kansas-City
d7319d80,HJK-Helsinki
c63dd2d5,WSG-Tirol
534ac6d0,VVV-Venlo
c582b57f,Slask-Wroclaw
e0b3aa47,RKS-Rakow
a5e62940,Sonnenhof-Grossaspach
3cc30374,Sandnes-Ulf
5b8cfb05,Lahti
d9097887,Fastav-Zlin
d73f7c60,Giravanz-Kitakyushu
e7f2df64,Dresden-U19
e5079dc4,Rukh
6c5ba565,Zaglebie-Sosnowiec
701c353a,Maritzburg-United
e0279c6f,Zwickau
37a68655,Bochum-U17
42b37a13,Illichivets-Mariupol
1ad6cc2c,Panionios
6eda181d,MSV-Duisburg-U19
fac75dc4,Hokkaido-Consadole-Sapporo
3b5f520f,Fredrikstad
4faa6f09,Gorica
2af58c3d,Hartlepool-United
2e91bf26,Barnet
d795b1d0,Middlesbrough-U21
60d44c62,Fylde
be3afdb2,Sloboda-Point-Sevojno
555a9123,Orenburg
a2dc07ac,Tubize
f5b64cb1,Santa-Clara
29bff345,FC-Juarez
81d817a3,Los-Angeles-FC
c30e88bc,Woking
05ebd479,MSV-Duisburg-U17
